x,y,spatial_ref,power,heat_pump_power,capex,opex,utc,npv,hprod,cop,cophp,pres,flow_rate,welld,inj_temp,prd_temp,transmissivity_with_ntg,thickness,transmissivity,permeability,temperature,geometry,distance_to_city
129000.0,454000.0,0,1.1497957706451416,0.0,12.944607734680176,-0.2559984028339386,25.57091522216797,-6.116656328686775,145491.015625,5.275875091552734,0.0,69.2542724609375,50.04186248779297,468.1640625,58.71257781982422,81.07135009765625,1.1943973263837018,125.96489715576172,1219.7685045310282,9.68340015411377,88.71257781982422,POINT (129000 454000),0.0
136000.0,453000.0,0,1.118042230606079,0.0,16.183765411376953,-0.2774917185306549,32.1601448059082,-8.464670653184205,141473.046875,4.119194507598877,0.0,84.34725952148438,55.19145584106445,490.8203125,73.58716583251953,93.5889663696289,0.9609696177335675,126.32610321044922,971.0687298382436,7.686999797821045,103.58716583251953,POINT (136000 453000),0.0
127000.0,459000.0,0,1.095985770225525,0.0,15.828274726867676,-0.2699406147003174,32.06169128417969,-8.260815224454046,138682.078125,4.187286853790283,0.0,82.8511962890625,53.95158386230469,490.8203125,72.94827270507812,92.98320007324219,0.9585727137671066,122.67849731445312,979.7349975629913,7.986199855804443,102.94827270507812,POINT (127000 459000),0.0
137000.0,456000.0,0,1.0609999895095825,0.0,14.030658721923828,-0.24706590175628662,29.495807647705078,-7.067012650340223,134255.125,4.7433319091796875,0.0,74.80480194091797,49.27043914794922,456.8359375,64.23677062988281,85.30155181884766,1.0286541471149797,134.43800354003906,1044.637069066739,7.770400047302246,94.23677062988281,POINT (137000 456000),0.0
133000.0,456000.0,0,1.0598738193511963,0.0,11.993963241577148,-0.23016972839832306,25.578210830688477,-5.640933160523297,134112.609375,5.614006519317627,0.0,64.83213806152344,45.24338150024414,434.1796875,52.911705017089844,75.59634399414062,1.2062011565812296,138.27920532226562,1227.3108955575444,8.87559986114502,82.91170501708984,POINT (133000 456000),0.0
136000.0,456000.0,0,1.0466777086257935,0.0,14.035679817199707,-0.24395669996738434,29.852548599243164,-7.099184741326485,132442.828125,4.733236789703369,0.0,74.89038848876953,48.685543060302734,445.5078125,63.58887481689453,84.61396026611328,1.0171087255478493,135.6822967529297,1033.0171823736237,7.613500118255615,93.58887481689453,POINT (136000 456000),0.0
136000.0,455000.0,0,1.0436601638793945,0.0,14.447751998901367,-0.2466917634010315,30.737897872924805,-7.3944023336900715,132061.0,4.584305286407471,0.0,76.810546875,49.34602355957031,456.8359375,65.46014404296875,86.18189239501953,0.9948520338537109,132.9221954345703,1008.7731282287423,7.589200019836426,95.46014404296875,POINT (136000 455000),0.0
139000.0,454000.0,0,1.0434414148330688,0.0,13.87865161895752,-0.24239999055862427,29.631296157836914,-6.998359663046873,132033.3125,4.769403457641602,0.0,74.12776184082031,48.54722595214844,468.1640625,64.36129760742188,85.37840270996094,1.025067780025144,126.04209899902344,1038.990268549096,8.243200302124023,94.36129760742188,POINT (139000 454000),0.0
130000.0,455000.0,0,1.0419330596923828,0.0,12.419425010681152,-0.23009668290615082,26.792612075805664,-5.977743760216936,131842.453125,5.38299560546875,0.0,67.04084777832031,45.578392028808594,445.5078125,56.00627899169922,78.19681549072266,1.1424432412773695,131.77760314941406,1165.4016428610194,8.843700408935547,86.00627899169922,POINT (130000 455000),0.0
132000.0,458000.0,0,1.0378873348236084,0.0,10.28785514831543,-0.21318678557872772,22.690649032592773,-4.500007598879055,131330.515625,6.5095438957214355,0.0,55.82291793823242,41.613853454589844,411.5234375,44.21916961669922,68.16690063476562,1.3998228214403974,140.59860229492188,1428.97387082543,10.16349983215332,74.21916961669922,POINT (132000 458000),0.0
130000.0,453000.0,0,1.030409574508667,0.0,12.900148391723633,-0.23179271817207336,28.009052276611328,-6.339864709507271,130384.3203125,5.14550256729126,0.0,69.45838165283203,46.25298309326172,456.8359375,59.4083251953125,81.09149932861328,1.0856726200263,126.96900177001953,1106.6999114841965,8.716300010681152,89.4083251953125,POINT (130000 453000),0.0
132000.0,456000.0,0,1.022608757019043,0.0,12.547261238098145,-0.22710731625556946,27.481178283691406,-6.107443164776535,129397.2265625,5.308587074279785,0.0,67.76587677001953,45.103206634521484,434.1796875,56.0946044921875,78.11239624023438,1.112700834064507,137.8291015625,1133.3273698221892,8.222700119018555,86.0946044921875,POINT (132000 456000),0.0
134000.0,457000.0,0,1.00429105758667,0.0,11.066450119018555,-0.21230262517929077,24.905092239379883,-5.114150476463914,127079.375,6.020406723022461,0.0,60.20597839355469,41.83241653442383,411.5234375,48.138336181640625,71.28094482421875,1.2481587076416076,139.86309814453125,1270.907947293017,9.086799621582031,78.13833618164062,POINT (134000 457000),0.0
131000.0,456000.0,0,0.9859845042228699,0.0,13.15233325958252,-0.2245454043149948,29.6181583404541,-6.608570642175928,124762.921875,4.996325969696045,0.0,70.87655639648438,45.11683654785156,434.1796875,59.656517028808594,80.94500732421875,1.0264357242923563,136.30909729003906,1046.6357780396065,7.678400039672852,89.6565170288086,POINT (131000 456000),0.0
133000.0,454000.0,0,0.9857242703437805,0.0,16.046472549438477,-0.2483617067337036,35.65583038330078,-8.640139112836914,124729.9921875,3.9902923107147217,0.0,84.18907928466797,50.73442459106445,456.8359375,73.83998107910156,93.01881408691406,0.8675791942180295,133.09579467773438,879.6301344420353,6.609000205993652,103.83998107910156,POINT (133000 454000),0.0
